样本ID | P | R | F1
legal_question_answering_76113 | 0.4389 | 0.5446 | 0.4861
legal_question_answering_55756 | 0.8171 | 0.7469 | 0.7804
legal_question_answering_76598 | 0.9398 | 0.9831 | 0.9610
legal_question_answering_43624 | 0.6640 | 0.6942 | 0.6787
legal_question_answering_29514 | 0.7169 | 0.8164 | 0.7634
legal_question_answering_72175 | 0.3631 | 0.5784 | 0.4462
legal_question_answering_41475 | 0.7270 | 0.6954 | 0.7109
legal_question_answering_59801 | 0.6185 | 0.5934 | 0.6057
legal_question_answering_68802 | 0.3864 | 0.7784 | 0.5164
legal_question_answering_28193 | 0.7526 | 0.7762 | 0.7643
legal_question_answering_49235 | 0.7298 | 0.7141 | 0.7219
legal_question_answering_21086 | 0.6740 | 0.6936 | 0.6837
legal_question_answering_35687 | 0.7046 | 0.7114 | 0.7080
legal_question_answering_68087 | 0.4675 | 0.7590 | 0.5786
legal_question_answering_41066 | 0.6592 | 0.7367 | 0.6958
legal_question_answering_466 | 0.6928 | 0.6323 | 0.6612
legal_question_answering_59602 | 0.6911 | 0.6819 | 0.6865
legal_question_answering_3955 | 0.5324 | 0.5288 | 0.5306
legal_question_answering_40545 | 0.7047 | 0.6858 | 0.6951
legal_question_answering_52329 | 0.7965 | 0.8872 | 0.8394
legal_question_answering_15859 | 0.7378 | 0.6220 | 0.6750
legal_question_answering_59524 | 0.6204 | 0.6532 | 0.6364
legal_question_answering_13696 | 0.6390 | 0.7383 | 0.6850
legal_question_answering_16078 | 0.7580 | 0.7324 | 0.7450
legal_question_answering_55406 | 0.7338 | 0.7949 | 0.7631
legal_question_answering_26276 | 0.7902 | 0.7332 | 0.7606
legal_question_answering_77633 | 0.5849 | 0.5969 | 0.5908
legal_question_answering_74714 | 0.7367 | 0.6162 | 0.6710
legal_question_answering_33400 | 0.8064 | 0.8053 | 0.8058
legal_question_answering_56220 | 0.5987 | 0.6365 | 0.6170
legal_question_answering_45233 | 0.6443 | 0.7231 | 0.6814
legal_question_answering_14223 | 0.6359 | 0.6230 | 0.6294
legal_question_answering_5168 | 0.6214 | 0.6488 | 0.6348
legal_question_answering_28827 | 0.7679 | 0.7629 | 0.7654
legal_question_answering_9165 | 0.7446 | 0.5187 | 0.6115
legal_question_answering_59030 | 0.5810 | 0.6178 | 0.5989
legal_question_answering_49645 | 0.5139 | 0.3234 | 0.3970
legal_question_answering_24845 | 0.7237 | 0.6226 | 0.6693
legal_question_answering_69714 | 0.4473 | 0.7427 | 0.5583
legal_question_answering_32518 | 0.5927 | 0.7289 | 0.6538
legal_question_answering_63928 | 0.5842 | 0.6209 | 0.6020
legal_question_answering_63554 | 0.6528 | 0.6978 | 0.6746
legal_question_answering_52106 | 0.7725 | 0.7792 | 0.7758
legal_question_answering_45689 | 0.7836 | 0.8274 | 0.8049
legal_question_answering_56964 | 0.6614 | 0.6692 | 0.6653
legal_question_answering_4566 | 0.6988 | 0.7926 | 0.7428
legal_question_answering_26244 | 0.7548 | 0.7577 | 0.7562
legal_question_answering_73333 | 0.3671 | 0.7154 | 0.4853
legal_question_answering_30214 | 0.7127 | 0.7263 | 0.7194
legal_question_answering_46834 | 0.7083 | 0.7472 | 0.7273
legal_question_answering_13905 | 0.6730 | 0.6570 | 0.6649
legal_question_answering_19617 | 0.5323 | 0.5119 | 0.5219
legal_question_answering_74081 | 0.3677 | 0.5416 | 0.4380
legal_question_answering_3997 | 0.6224 | 0.5803 | 0.6006
legal_question_answering_21478 | 0.7285 | 0.7979 | 0.7616
legal_question_answering_18573 | 0.7821 | 0.7483 | 0.7649
legal_question_answering_78486 | 0.7035 | 0.6674 | 0.6850
legal_question_answering_8062 | 0.6162 | 0.6274 | 0.6217
legal_question_answering_73101 | 0.3786 | 0.4915 | 0.4277
legal_question_answering_32917 | 0.7546 | 0.7495 | 0.7520
legal_question_answering_6623 | 0.6827 | 0.7115 | 0.6968
legal_question_answering_52271 | 0.5072 | 0.5772 | 0.5400
legal_question_answering_35062 | 0.7387 | 0.7761 | 0.7569
legal_question_answering_54155 | 0.7344 | 0.8120 | 0.7712
legal_question_answering_69474 | 0.3292 | 0.5190 | 0.4029
legal_question_answering_34807 | 0.7485 | 0.7805 | 0.7642
legal_question_answering_45225 | 0.7215 | 0.7582 | 0.7394
legal_question_answering_3871 | 0.6524 | 0.6449 | 0.6487
legal_question_answering_37615 | 0.7667 | 0.7785 | 0.7726
legal_question_answering_2769 | 0.5654 | 0.6060 | 0.5850
legal_question_answering_27957 | 0.6110 | 0.6900 | 0.6481
legal_question_answering_47415 | 0.7551 | 0.7357 | 0.7453
legal_question_answering_15948 | 0.6215 | 0.6263 | 0.6239
legal_question_answering_64964 | 0.6167 | 0.6357 | 0.6260
legal_question_answering_22908 | 0.7187 | 0.6668 | 0.6918
legal_question_answering_20653 | 0.7283 | 0.6784 | 0.7025
legal_question_answering_65957 | 0.7471 | 0.8094 | 0.7770
legal_question_answering_8808 | 0.7451 | 0.7472 | 0.7461
legal_question_answering_74426 | 0.2744 | 0.4387 | 0.3376
legal_question_answering_59276 | 0.7565 | 0.7867 | 0.7713
legal_question_answering_71769 | 0.3250 | 0.6657 | 0.4368
legal_question_answering_8234 | 0.6425 | 0.7440 | 0.6896
legal_question_answering_34906 | 0.6631 | 0.8283 | 0.7366
legal_question_answering_75202 | 0.7618 | 0.7477 | 0.7547
legal_question_answering_71677 | 0.3446 | 0.6792 | 0.4572
legal_question_answering_5231 | 0.6463 | 0.6330 | 0.6396
legal_question_answering_38305 | 0.6830 | 0.6998 | 0.6913
legal_question_answering_58989 | 0.7041 | 0.6586 | 0.6806
legal_question_answering_15802 | 0.6999 | 0.6993 | 0.6996
legal_question_answering_73660 | 0.3290 | 0.4897 | 0.3936
legal_question_answering_7986 | 0.6178 | 0.6596 | 0.6380
legal_question_answering_7965 | 0.7040 | 0.6477 | 0.6747
legal_question_answering_48785 | 0.6939 | 0.7319 | 0.7124
legal_question_answering_48898 | 0.8456 | 0.7293 | 0.7832
legal_question_answering_1309 | 0.6088 | 0.6798 | 0.6424
legal_question_answering_25858 | 0.7327 | 0.7493 | 0.7409
legal_question_answering_44127 | 0.7470 | 0.7172 | 0.7318
legal_question_answering_57283 | 0.5931 | 0.6434 | 0.6172
legal_question_answering_12789 | 0.7101 | 0.6562 | 0.6821
legal_question_answering_20867 | 0.6656 | 0.7324 | 0.6974
legal_question_answering_43839 | 0.7889 | 0.7998 | 0.7943
legal_question_answering_50384 | 0.8363 | 0.7903 | 0.8127
legal_question_answering_779 | 0.5218 | 0.4420 | 0.4786
legal_question_answering_49086 | 0.7924 | 0.8171 | 0.8046
legal_question_answering_30453 | 0.7738 | 0.7528 | 0.7631
legal_question_answering_47311 | 0.6324 | 0.6448 | 0.6385
legal_question_answering_49449 | 0.5987 | 0.3067 | 0.4056
legal_question_answering_1354 | 0.8004 | 0.8282 | 0.8140
legal_question_answering_49208 | 0.7552 | 0.7522 | 0.7537
legal_question_answering_35288 | 0.6882 | 0.6857 | 0.6869
legal_question_answering_33068 | 0.7373 | 0.6726 | 0.7035
legal_question_answering_48792 | 0.7364 | 0.7982 | 0.7661
legal_question_answering_20518 | 0.7939 | 0.8254 | 0.8093
legal_question_answering_43056 | 0.7357 | 0.8167 | 0.7741
legal_question_answering_54333 | 0.4408 | 0.2936 | 0.3525
legal_question_answering_62756 | 0.5666 | 0.6044 | 0.5849
legal_question_answering_5860 | 0.6196 | 0.6496 | 0.6342
legal_question_answering_61818 | 0.5691 | 0.5611 | 0.5651
legal_question_answering_51728 | 0.7817 | 0.7372 | 0.7588
legal_question_answering_53943 | 0.4591 | 0.3294 | 0.3836
legal_question_answering_14484 | 0.6175 | 0.6862 | 0.6500
legal_question_answering_13613 | 0.6888 | 0.7440 | 0.7154
legal_question_answering_38351 | 0.7343 | 0.7122 | 0.7231
legal_question_answering_68161 | 0.5009 | 0.7446 | 0.5989
legal_question_answering_27867 | 0.7271 | 0.7470 | 0.7369
legal_question_answering_66873 | 0.3706 | 0.7192 | 0.4891
legal_question_answering_63160 | 0.6409 | 0.7567 | 0.6940
legal_question_answering_20684 | 0.7531 | 0.7366 | 0.7448
legal_question_answering_24274 | 0.7446 | 0.7851 | 0.7643
legal_question_answering_68144 | 0.4231 | 0.6392 | 0.5091
legal_question_answering_37820 | 0.6507 | 0.6813 | 0.6656
legal_question_answering_78091 | 0.7515 | 0.6760 | 0.7117
legal_question_answering_29182 | 0.7698 | 0.8563 | 0.8108
legal_question_answering_6905 | 0.7471 | 0.6324 | 0.6850
legal_question_answering_10939 | 0.6779 | 0.6702 | 0.6740
legal_question_answering_56623 | 0.6685 | 0.7102 | 0.6887
legal_question_answering_57400 | 0.6995 | 0.7567 | 0.7270
legal_question_answering_47194 | 0.7240 | 0.7336 | 0.7288
legal_question_answering_75201 | 0.7081 | 0.8320 | 0.7651
legal_question_answering_40448 | 0.8018 | 0.7005 | 0.7478
legal_question_answering_76075 | 0.9096 | 0.7714 | 0.8348
legal_question_answering_48358 | 0.7444 | 0.6523 | 0.6953
legal_question_answering_1485 | 0.7005 | 0.6535 | 0.6762
legal_question_answering_53809 | 0.7399 | 0.7766 | 0.7578
legal_question_answering_744 | 0.6772 | 0.5723 | 0.6203
legal_question_answering_78786 | 0.7000 | 0.7003 | 0.7001
legal_question_answering_22056 | 0.7528 | 0.7876 | 0.7698
legal_question_answering_58053 | 0.7049 | 0.6969 | 0.7008
legal_question_answering_5228 | 0.7478 | 0.6911 | 0.7184
legal_question_answering_66838 | 0.4236 | 0.7107 | 0.5308
legal_question_answering_32223 | 0.7537 | 0.7565 | 0.7551
legal_question_answering_65693 | 0.6686 | 0.5856 | 0.6244
legal_question_answering_16106 | 0.7209 | 0.6716 | 0.6954
legal_question_answering_37887 | 0.6923 | 0.7996 | 0.7421
legal_question_answering_5368 | 0.6321 | 0.5790 | 0.6044
legal_question_answering_50814 | 0.4797 | 0.3226 | 0.3858
legal_question_answering_7476 | 0.6571 | 0.6706 | 0.6638
legal_question_answering_35151 | 0.8166 | 0.6971 | 0.7521
legal_question_answering_28469 | 0.6766 | 0.8157 | 0.7397
legal_question_answering_49282 | 0.7188 | 0.7187 | 0.7188
legal_question_answering_22394 | 0.7223 | 0.7689 | 0.7449
legal_question_answering_56974 | 0.5689 | 0.6040 | 0.5859
legal_question_answering_34613 | 0.7091 | 0.7412 | 0.7248
legal_question_answering_13757 | 0.6063 | 0.6637 | 0.6337
legal_question_answering_59551 | 0.5873 | 0.6117 | 0.5992
legal_question_answering_41824 | 0.7095 | 0.7879 | 0.7466
legal_question_answering_14263 | 0.6649 | 0.7123 | 0.6878
legal_question_answering_74137 | 0.3541 | 0.5710 | 0.4371
legal_question_answering_11942 | 0.8160 | 0.6278 | 0.7097
legal_question_answering_5439 | 0.6499 | 0.5892 | 0.6181
legal_question_answering_78452 | 0.7142 | 0.6992 | 0.7066
legal_question_answering_34299 | 0.8115 | 0.7869 | 0.7990
legal_question_answering_60573 | 0.6781 | 0.6765 | 0.6773
legal_question_answering_34280 | 0.6707 | 0.7284 | 0.6984
legal_question_answering_10477 | 0.6562 | 0.6406 | 0.6483
legal_question_answering_49843 | 0.8093 | 0.8071 | 0.8082
legal_question_answering_32528 | 0.7983 | 0.7743 | 0.7862
legal_question_answering_27882 | 0.8347 | 0.7970 | 0.8154
legal_question_answering_13507 | 0.5519 | 0.5335 | 0.5425
legal_question_answering_52088 | 0.8299 | 0.7809 | 0.8046
legal_question_answering_17424 | 0.7792 | 0.7705 | 0.7748
legal_question_answering_51767 | 0.5874 | 0.8116 | 0.6815
legal_question_answering_6480 | 0.6751 | 0.6540 | 0.6644
legal_question_answering_53142 | 0.5278 | 0.2781 | 0.3643
legal_question_answering_21543 | 0.7949 | 0.8123 | 0.8035
legal_question_answering_59485 | 0.6594 | 0.7722 | 0.7113
legal_question_answering_19611 | 0.7231 | 0.7709 | 0.7462
legal_question_answering_34676 | 0.7592 | 0.7470 | 0.7530
legal_question_answering_38050 | 0.7726 | 0.7999 | 0.7860
legal_question_answering_79037 | 0.7554 | 0.6650 | 0.7073
legal_question_answering_21506 | 0.5726 | 0.5570 | 0.5647
legal_question_answering_74979 | 0.5622 | 0.7706 | 0.6501
legal_question_answering_30285 | 0.6507 | 0.6678 | 0.6591
legal_question_answering_66386 | 0.7092 | 0.6983 | 0.7037
legal_question_answering_29612 | 0.7278 | 0.6842 | 0.7053
legal_question_answering_76354 | 0.7328 | 0.8839 | 0.8013
legal_question_answering_41897 | 0.7523 | 0.7474 | 0.7499
legal_question_answering_12290 | 0.6550 | 0.6468 | 0.6508
legal_question_answering_58438 | 0.6382 | 0.5990 | 0.6180
legal_question_answering_34656 | 0.6099 | 0.6773 | 0.6419
legal_question_answering_19610 | 0.6349 | 0.6393 | 0.6371
legal_question_answering_9021 | 0.7077 | 0.7211 | 0.7143
legal_question_answering_53739 | 0.8168 | 0.7299 | 0.7709
legal_question_answering_4848 | 0.6929 | 0.6683 | 0.6804
legal_question_answering_41366 | 0.7290 | 0.6262 | 0.6737
legal_question_answering_56771 | 0.7102 | 0.7342 | 0.7220
legal_question_answering_59847 | 0.7169 | 0.7245 | 0.7207
legal_question_answering_68793 | 0.3458 | 0.5059 | 0.4108
legal_question_answering_74767 | 0.6839 | 0.7069 | 0.6952
legal_question_answering_47915 | 0.7055 | 0.6851 | 0.6952
legal_question_answering_64800 | 0.7882 | 0.7084 | 0.7462
legal_question_answering_38260 | 0.7235 | 0.7092 | 0.7163
legal_question_answering_48836 | 0.6513 | 0.7012 | 0.6753
legal_question_answering_28908 | 0.7921 | 0.7510 | 0.7710
legal_question_answering_4683 | 0.6890 | 0.6786 | 0.6838
legal_question_answering_9401 | 0.8729 | 0.8139 | 0.8423
legal_question_answering_64381 | 0.5253 | 0.6222 | 0.5696
legal_question_answering_3364 | 0.7559 | 0.6143 | 0.6778
legal_question_answering_38819 | 0.7894 | 0.8506 | 0.8188
legal_question_answering_7285 | 0.6337 | 0.6269 | 0.6303
legal_question_answering_48620 | 0.8508 | 0.8261 | 0.8383
legal_question_answering_33968 | 0.7494 | 0.7150 | 0.7318
legal_question_answering_71564 | 0.3309 | 0.4793 | 0.3916
legal_question_answering_34072 | 0.6798 | 0.6732 | 0.6765
legal_question_answering_71298 | 0.3048 | 0.4178 | 0.3525
legal_question_answering_22841 | 0.6081 | 0.6515 | 0.6291
legal_question_answering_59411 | 0.5692 | 0.6779 | 0.6188
legal_question_answering_67631 | 0.4354 | 0.7147 | 0.5411
legal_question_answering_65906 | 0.7255 | 0.6903 | 0.7075
legal_question_answering_78337 | 0.5658 | 0.7730 | 0.6533
legal_question_answering_32130 | 0.6582 | 0.8576 | 0.7448
legal_question_answering_50798 | 0.4375 | 0.2660 | 0.3309
legal_question_answering_53994 | 0.7667 | 0.7334 | 0.7497
legal_question_answering_24309 | 0.8015 | 0.7574 | 0.7788
legal_question_answering_36768 | 0.7902 | 0.8014 | 0.7958
legal_question_answering_11186 | 0.7182 | 0.7553 | 0.7363
legal_question_answering_76260 | 0.7603 | 0.6846 | 0.7205
legal_question_answering_24294 | 0.7490 | 0.7903 | 0.7691
legal_question_answering_66762 | 0.4163 | 0.7465 | 0.5345
legal_question_answering_30003 | 0.7501 | 0.8118 | 0.7797
legal_question_answering_68429 | 0.5229 | 0.8730 | 0.6541
legal_question_answering_40309 | 0.8247 | 0.8454 | 0.8349
legal_question_answering_43908 | 0.7261 | 0.7441 | 0.7350
legal_question_answering_68129 | 0.0000 | 0.0000 | 0.0000
legal_question_answering_64678 | 0.6621 | 0.6741 | 0.6681
legal_question_answering_62747 | 0.6600 | 0.7483 | 0.7014
legal_question_answering_78983 | 0.8377 | 0.6225 | 0.7143
legal_question_answering_50887 | 0.8123 | 0.7831 | 0.7974
legal_question_answering_33724 | 0.6857 | 0.4811 | 0.5655
legal_question_answering_48242 | 0.7760 | 0.7843 | 0.7801
legal_question_answering_18149 | 0.6716 | 0.8276 | 0.7415
legal_question_answering_25550 | 0.7439 | 0.7424 | 0.7432
legal_question_answering_19320 | 0.6900 | 0.6955 | 0.6927
legal_question_answering_42634 | 0.7105 | 0.6624 | 0.6856
legal_question_answering_11154 | 0.6670 | 0.7436 | 0.7032
legal_question_answering_18840 | 0.6903 | 0.7911 | 0.7373
legal_question_answering_19038 | 0.7333 | 0.6690 | 0.6997
legal_question_answering_34214 | 0.7064 | 0.7442 | 0.7248
legal_question_answering_60679 | 0.6680 | 0.7474 | 0.7055
legal_question_answering_26843 | 0.7985 | 0.7728 | 0.7854
legal_question_answering_38957 | 0.6902 | 0.6750 | 0.6825
legal_question_answering_35409 | 0.6021 | 0.6723 | 0.6353
legal_question_answering_5569 | 0.7184 | 0.6545 | 0.6850
legal_question_answering_46155 | 0.7915 | 0.7431 | 0.7665
legal_question_answering_6239 | 0.6308 | 0.6970 | 0.6622
legal_question_answering_10729 | 0.6487 | 0.6234 | 0.6358
legal_question_answering_68980 | 0.4558 | 0.5963 | 0.5167
legal_question_answering_46456 | 0.6829 | 0.6191 | 0.6494
legal_question_answering_44810 | 0.7301 | 0.7287 | 0.7294
legal_question_answering_54569 | 0.7751 | 0.7984 | 0.7866
legal_question_answering_15332 | 0.6723 | 0.6639 | 0.6681
legal_question_answering_34818 | 0.6803 | 0.6996 | 0.6898
legal_question_answering_65286 | 0.6125 | 0.6305 | 0.6214
legal_question_answering_37843 | 0.7046 | 0.7277 | 0.7160
legal_question_answering_14934 | 0.7322 | 0.6483 | 0.6877
legal_question_answering_31437 | 0.6695 | 0.7155 | 0.6917
legal_question_answering_77262 | 0.6739 | 0.7459 | 0.7081
legal_question_answering_58682 | 0.6940 | 0.6679 | 0.6807
legal_question_answering_39031 | 0.7696 | 0.7832 | 0.7763
legal_question_answering_34882 | 0.7976 | 0.7718 | 0.7845
legal_question_answering_3160 | 0.6627 | 0.6338 | 0.6479
legal_question_answering_7350 | 0.6458 | 0.6832 | 0.6640
legal_question_answering_2420 | 0.6975 | 0.6290 | 0.6615
legal_question_answering_45186 | 0.7860 | 0.7924 | 0.7892
legal_question_answering_1900 | 0.6667 | 0.6438 | 0.6551
legal_question_answering_74895 | 0.7570 | 0.7096 | 0.7325
legal_question_answering_62053 | 0.6463 | 0.7191 | 0.6807
legal_question_answering_37690 | 0.7228 | 0.7188 | 0.7208
legal_question_answering_38505 | 0.6511 | 0.8215 | 0.7265
legal_question_answering_39950 | 0.7812 | 0.7312 | 0.7554
legal_question_answering_3451 | 0.5965 | 0.6178 | 0.6070
legal_question_answering_68811 | 0.3625 | 0.5354 | 0.4323
legal_question_answering_17169 | 0.7757 | 0.7652 | 0.7704
legal_question_answering_63077 | 0.6406 | 0.6879 | 0.6634
legal_question_answering_68883 | 0.3317 | 0.5341 | 0.4092
legal_question_answering_62333 | 0.6633 | 0.6368 | 0.6498
legal_question_answering_24646 | 0.6329 | 0.6676 | 0.6497
legal_question_answering_16839 | 0.7723 | 0.7233 | 0.7470
legal_question_answering_77563 | 0.6429 | 0.6377 | 0.6403
legal_question_answering_39623 | 0.7720 | 0.7597 | 0.7658
legal_question_answering_66468 | 0.2834 | 0.4512 | 0.3481
legal_question_answering_8949 | 0.6700 | 0.6860 | 0.6779
legal_question_answering_25955 | 0.6978 | 0.7446 | 0.7204
legal_question_answering_56916 | 0.6667 | 0.6569 | 0.6618
legal_question_answering_13756 | 0.6696 | 0.6740 | 0.6718
legal_question_answering_14711 | 0.6098 | 0.7442 | 0.6703
legal_question_answering_20341 | 0.7358 | 0.7508 | 0.7432
legal_question_answering_62522 | 0.6912 | 0.6961 | 0.6937
legal_question_answering_59225 | 0.6125 | 0.6475 | 0.6295
legal_question_answering_63226 | 0.6750 | 0.7222 | 0.6978
legal_question_answering_53023 | 0.7365 | 0.7900 | 0.7623
legal_question_answering_78927 | 0.5117 | 0.8436 | 0.6370
legal_question_answering_10655 | 0.5194 | 0.5412 | 0.5301
legal_question_answering_68868 | 0.3512 | 0.5501 | 0.4287
legal_question_answering_57207 | 0.7185 | 0.7037 | 0.7110
legal_question_answering_57924 | 0.5925 | 0.6862 | 0.6359
legal_question_answering_70506 | 0.3277 | 0.6246 | 0.4298
legal_question_answering_55714 | 0.4958 | 0.3116 | 0.3827
legal_question_answering_69873 | 0.3087 | 0.4447 | 0.3644
legal_question_answering_59778 | 0.6892 | 0.6709 | 0.6799
legal_question_answering_25003 | 0.5677 | 0.7587 | 0.6495
legal_question_answering_18298 | 0.7231 | 0.7194 | 0.7212
legal_question_answering_19171 | 0.7502 | 0.7284 | 0.7391
legal_question_answering_62565 | 0.6488 | 0.7128 | 0.6793
legal_question_answering_58778 | 0.5918 | 0.6301 | 0.6103
legal_question_answering_44928 | 0.7138 | 0.7003 | 0.7070
legal_question_answering_27843 | 0.7356 | 0.7831 | 0.7586
legal_question_answering_60121 | 0.5939 | 0.6309 | 0.6118
legal_question_answering_64050 | 0.5594 | 0.5995 | 0.5788
legal_question_answering_73654 | 0.3613 | 0.5121 | 0.4237
legal_question_answering_74386 | 0.3839 | 0.5284 | 0.4447
legal_question_answering_77536 | 0.7609 | 0.7330 | 0.7467
legal_question_answering_55740 | 0.4974 | 0.4800 | 0.4886
legal_question_answering_66811 | 0.2574 | 0.4921 | 0.3380
legal_question_answering_51396 | 0.5233 | 0.8095 | 0.6357
legal_question_answering_62967 | 0.7415 | 0.7095 | 0.7252
legal_question_answering_53226 | 0.6650 | 0.6942 | 0.6793
legal_question_answering_31629 | 0.6889 | 0.6291 | 0.6576
legal_question_answering_14839 | 0.7681 | 0.6562 | 0.7078
legal_question_answering_60502 | 0.7032 | 0.7360 | 0.7192
legal_question_answering_21458 | 0.7337 | 0.8134 | 0.7715
